player_id,adp,pos_rank,timestamp,player_name,team,image_url,position_id
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.0,,1714478400.0019317,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.1,TE35,1714564800.0020802,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.2,TE36,1714651200.0011656,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.2,TE37,1714737600.001923,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.2,TE37,1714824000.002406,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.4,TE37,1714910400.0019507,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.4,TE38,1714996800.0019114,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.2,TE39,1715083200.0048096,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.1,TE37,1715169600.0019906,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.3,TE36,1715256000.0013,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.2,TE37,1715342400.0018184,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.2,TE36,1715428800.0015144,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.3,TE36,1715515200.001065,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.3,TE36,1715601600.0021186,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.3,TE36,1715688000.001168,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.3,TE36,1715774400.0017183,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.3,TE36,1715860800.0014777,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
757851a6-79b9-4c5b-af7e-af0fcb9d5f80,215.4,TE37,1715947200.002273,Donald Parham Jr.,LAC,https://assets.underdogfantasy.com/player-images/nfl/4f246e92-3d21-450f-977a-dc16892c7238.png,540bb60e-ece4-5478-b5b1-4acd97db8102
