player_id,adp,pos_rank,timestamp,player_name,team,image_url,position_id
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,,1715601600.0021186,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR150,1715688000.001168,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR149,1715774400.0017183,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,,1716206400.0005834,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR160,1716292800.0034888,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR161,1716379200.0006518,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR151,1716465600.0030992,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR142,1716552000.001253,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR142,1716638400.0024652,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR145,1716724800.001917,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR144,1716811200.00133,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR158,1716897600.0012789,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR155,1716984000.0018628,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR154,1717070400.0017169,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,,1717761600.007785,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR154,1717848000.0358317,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
7edf3162-eaad-44de-9818-09ab0b107eb4,216.0,WR156,1717934400.0006063,Joshua Cephus,JAX,,ddd5757d-e6f2-5bdc-9d42-4fe825a2eaed
