drafted,used_weeks,adp,advancing,player_name,position,sleeper_id,team,avg_used_weeks,advance_rate
54859,168619,188.0,9405,Jonnu Smith,TE,4144,MIA,3.07,0.171
56056,333507,80.5,14878,Aaron Jones,RB,4199,MIN,5.95,0.265
56056,274820,64.9,13797,Kenneth Walker III,RB,8151,SEA,4.9,0.246
56056,182768,3.1,5360,Tyreek Hill,WR,3321,MIA,3.26,0.096
55896,31014,176.6,6450,Khalil Herbert,RB,7608,CHI,0.55,0.115
1,0,216.0,0,Kaden Davis,WR,8755,,0.0,0.0
56056,220999,89.6,12580,D'Andre Swift,RB,6790,CHI,3.94,0.224
1,0,190.0,0,Jack Westover,TE,12045,NE,0.0,0.0
1,0,206.0,0,Jake Tonges,TE,8698,SF,0.0,0.0
83,0,208.2,7,Michael Carter,RB,7607,ARI,0.0,0.084
4,0,211.2,1,Trayveon Williams,RB,6144,CIN,0.0,0.25
56056,274013,18.3,12755,Nico Collins,WR,7569,HOU,4.89,0.228
13179,24892,206.6,2227,Kalif Raymond,WR,3634,DET,1.89,0.169
8054,7899,187.7,857,Samaje Perine,RB,4147,KC,0.98,0.106
56056,282162,55.7,10187,James Cook,RB,8138,BUF,5.03,0.182
4462,10270,206.0,816,Ray-Ray McCloud III,WR,5096,ATL,2.3,0.183
1,0,127.0,0,Randall Cobb,WR,928,,0.0,0.0
56056,255003,29.3,7696,D.J. Moore,WR,4983,CHI,4.55,0.137
25,0,209.3,3,Logan Thomas,TE,2251,,0.0,0.12
2350,12053,206.0,686,Allen Lazard,WR,5185,NYJ,5.13,0.292
2355,0,208.2,319,Rasheen Ali,RB,11570,BAL,0.0,0.135
2,0,209.0,1,Isaiah Wooden,WR,11941,,0.0,0.5
56056,101260,55.9,7247,Keenan Allen,WR,1479,CHI,1.81,0.129
6,1,209.7,1,Mason Rudolph,QB,4972,TEN,0.17,0.167
45538,109454,193.9,7441,Daniel Jones,QB,5870,NYG,2.4,0.163
28514,75984,191.3,5338,Andrei Iosivas,WR,10226,CIN,2.66,0.187
45237,43291,195.4,7274,Dameon Pierce,RB,8129,HOU,0.96,0.161
56056,161850,131.2,8837,Dalton Schultz,TE,5001,HOU,2.89,0.158
1645,60,205.9,216,Marquez Valdes-Scantling,WR,5086,NO,0.04,0.131
6877,7418,203.7,773,Isaac Guerendo,RB,11651,SF,1.08,0.112
55888,23958,151.9,7025,Ricky Pearsall,WR,11638,SF,0.43,0.126
16903,0,203.3,2056,Jelani Woods,TE,8219,IND,0.0,0.122
3,0,150.7,0,Tyson Bagent,QB,11256,CHI,0.0,0.0
56056,280467,25.3,11991,Mike Evans,WR,2216,TB,5.0,0.214
1,0,210.0,0,Snoop Conner,RB,8179,,0.0,0.0
56056,165807,137.4,9898,Josh Downs,WR,9500,IND,2.96,0.177
56055,86908,130.4,7545,Ezekiel Elliott,RB,3164,DAL,1.55,0.135
56056,224371,73.9,6168,Ladd McConkey,WR,11635,LAC,4.0,0.11
56056,321518,13.3,10018,Jahmyr Gibbs,RB,9221,DET,5.74,0.179
8392,35368,207.0,1884,Zach Ertz,TE,1339,WAS,4.21,0.224
142,143,210.7,19,Luke Schoonmaker,TE,10871,DAL,1.01,0.134
600,17,207.6,86,Xavier Gipson,WR,11306,NYJ,0.03,0.143
11,0,209.2,0,Keaontay Ingram,RB,8221,KC,0.0,0.0
6,0,204.7,1,Jamison Crowder,WR,2410,WAS,0.0,0.167
2,0,212.0,0,River Cracraft,WR,4854,MIA,0.0,0.0
39,0,208.4,3,Cornelius Johnson,WR,11815,GB,0.0,0.077
11,0,210.5,1,Mike White,QB,5089,BUF,0.0,0.091
56056,144695,99.8,8524,David Njoku,TE,4033,CLE,2.58,0.152
1,0,177.0,0,Damion Ratley,WR,5080,,0.0,0.0
1,0,210.0,0,Jack Stoll,TE,7946,PHI,0.0,0.0
2,0,216.0,0,Ben Skowronek,WR,7757,PIT,0.0,0.0
56056,211603,61.6,8068,Rachaad White,RB,8136,TB,3.77,0.144
2291,0,202.5,340,Dalvin Cook,RB,4029,DAL,0.0,0.148
56056,255882,36.9,8608,Josh Allen,QB,4984,BUF,4.56,0.154
1,0,202.0,0,Aidan Robbins,RB,12080,,0.0,0.0
3,0,207.3,1,Equanimeous St. Brown,WR,5323,NO,0.0,0.333
56056,209837,43.6,9907,Amari Cooper,WR,2309,BUF,3.74,0.177
1,0,201.0,0,Matt Sokol,TE,6233,,0.0,0.0
1,0,206.0,0,Sal Cannella,TE,8089,,0.0,0.0
3,3,210.3,0,Andy Dalton,QB,829,CAR,1.0,0.0
297,130,207.4,28,Jacoby Brissett,QB,3257,NE,0.44,0.094
1268,905,207.6,167,Jacob Cowing,WR,11616,SF,0.71,0.132
2,0,196.0,0,Terique Owens,WR,11925,SF,0.0,0.0
56056,297597,50.4,13599,Terry McLaurin,WR,5927,WAS,5.31,0.243
6,0,201.2,1,Zach Wilson,QB,7538,DEN,0.0,0.167
1,0,158.0,1,Thaddeus Moss,TE,6919,,0.0,1.0
2,0,179.5,0,Levi Lewis,QB,8429,,0.0,0.0
56056,240520,77.2,7412,Kyler Murray,QB,5849,ARI,4.29,0.132
56056,167137,56.8,7926,Rashee Rice,WR,10229,KC,2.98,0.141
56030,252834,169.8,10320,Bucky Irving,RB,11584,TB,4.51,0.184
1,1,213.0,1,Ashton Dulin,WR,6427,IND,1.0,1.0
56056,338091,95.4,13152,Brock Bowers,TE,11604,LV,6.03,0.235
4574,9986,207.9,654,Trey Sermon,RB,7593,IND,2.18,0.143
32,10,206.9,5,Xavier Hutchinson,WR,10218,HOU,0.31,0.156
56056,125118,112.0,5717,Tyjae Spears,RB,9508,TEN,2.23,0.102
519,819,206.7,63,Devaughn Vele,WR,11834,DEN,1.58,0.121
1,0,206.0,0,Antonio Brown,WR,536,,0.0,0.0
56056,141801,118.8,7436,Trevor Lawrence,QB,7523,JAX,2.53,0.133
10969,15050,199.6,1997,Dyami Brown,WR,7587,WAS,1.37,0.182
34,0,205.7,12,Jake Browning,QB,6111,CIN,0.0,0.353
56056,216950,71.4,10054,Diontae Johnson,WR,5937,CAR,3.87,0.179
56056,370946,63.7,20362,Chris Godwin,WR,4037,TB,6.62,0.363
1,0,172.0,0,Trestan Ebner,RB,8189,,0.0,0.0
56056,225340,76.2,7511,Keon Coleman,WR,11637,BUF,4.02,0.134
33,50,206.4,6,Nick Westbrook-Ikhine,WR,7496,TEN,1.52,0.182
7801,0,205.7,871,Brenden Rice,WR,11621,LAC,0.0,0.112
404,287,206.7,45,Cade Stover,TE,11599,HOU,0.71,0.111
1,0,216.0,0,Carlos Washington,RB,11186,ATL,0.0,0.0
17,5,201.3,4,Drew Sample,TE,6001,CIN,0.29,0.235
1,0,209.0,0,John Rhys Plumlee,QB,11859,JAX,0.0,0.0
56056,184644,119.7,12217,Jakobi Meyers,WR,5947,LV,3.29,0.218
56010,208325,176.6,13141,Cade Otton,TE,8111,TB,3.72,0.235
17,35,206.4,1,Kayshon Boutte,WR,9504,NE,2.06,0.059
56056,311769,73.2,10074,David Montgomery,RB,5892,DET,5.56,0.18
452,335,207.1,66,Parris Campbell,WR,5880,PHI,0.74,0.146
59,0,194.2,4,Taulia Tagovailoa,QB,12259,,0.0,0.068
17,0,188.6,0,Brian Robinson,RB,not_a_player,,0.0,0.0
67,0,208.1,7,Jaret Patterson,RB,7537,LAC,0.0,0.104
56056,98922,76.3,6096,Evan Engram,TE,4066,JAX,1.76,0.109
8,0,209.9,0,Jason Brownlee,WR,11311,NYJ,0.0,0.0
1,0,199.0,1,Charlie Woerner,TE,7075,ATL,0.0,1.0
50241,121898,191.5,7807,Juwan Johnson,TE,7002,NO,2.43,0.155
1746,0,206.9,182,Kadarius Toney,WR,7606,CLE,0.0,0.104
55671,207502,171.2,10453,Geno Smith,QB,1373,SEA,3.73,0.188
56041,132085,156.3,6833,Jaleel McLaughlin,RB,11439,DEN,2.36,0.122
23,6,206.3,2,Jordan Mims,RB,11378,NO,0.26,0.087
5,0,203.2,1,Lawrence Cager,TE,7106,,0.0,0.2
1,0,211.0,0,Jakob Johnson,FB,6202,NYG,0.0,0.0
56056,63765,122.3,9513,Brandin Cooks,WR,2197,DAL,1.14,0.17
2,1,214.5,0,Brevyn Spann-Ford,TE,11593,DAL,0.5,0.0
55835,16658,165.6,8093,Jermaine Burton,WR,11640,CIN,0.3,0.145
21885,84360,187.7,6961,Sam Darnold,QB,4943,MIN,3.85,0.318
2390,643,203.1,348,Taysom Hill,QB,4381,NO,0.27,0.146
8,1,207.9,2,Ronnie Bell,WR,10221,SF,0.12,0.25
1,0,207.0,1,Drake Stoops,WR,12133,LAR,0.0,1.0
56056,168168,9.2,9001,A.J. Brown,WR,5859,PHI,3.0,0.161
1,0,215.0,0,George Holani,RB,12048,SEA,0.0,0.0
1380,2686,205.7,228,Emanuel Wilson,RB,11435,GB,1.95,0.165
56056,210488,145.1,14566,Cole Kmet,TE,6826,CHI,3.75,0.26
2553,4394,205.6,385,Miles Sanders,RB,6151,CAR,1.72,0.151
56056,340380,31.5,9449,Stefon Diggs,WR,2449,HOU,6.07,0.169
44,0,205.6,5,Dallin Holker,TE,11606,NO,0.0,0.114
16,0,210.7,0,Jarrett Stidham,QB,6136,DEN,0.0,0.0
5672,17859,205.7,1645,Jauan Jennings,WR,7049,SF,3.15,0.29
44823,112297,195.4,6846,Chig Okonkwo,TE,8210,TEN,2.51,0.153
56055,144812,143.7,12078,Kirk Cousins,QB,1166,ATL,2.58,0.215
56056,205698,111.9,9196,Brock Purdy,QB,8183,SF,3.67,0.164
7,3,212.3,3,Tylan Wallace,WR,7595,BAL,0.43,0.429
145,50,207.5,19,Spencer Rattler,QB,11562,NO,0.34,0.131
704,95,208.6,59,Jared Wiley,TE,11595,KC,0.13,0.084
3,0,195.0,0,Boston Scott,RB,5122,,0.0,0.0
5,0,210.2,2,Erik Ezukanma,WR,8114,MIA,0.0,0.4
909,91,207.9,115,Deuce Vaughn,RB,9505,DAL,0.1,0.127
12946,21905,204.9,1855,Elijah Moore,WR,7596,CLE,1.69,0.143
83,1,210.2,6,Kenny McIntosh,RB,10216,SEA,0.01,0.072
4,7,210.0,0,Charlie Kolar,TE,8127,BAL,1.75,0.0
38162,118590,198.3,9380,Tank Bigsby,RB,9225,JAX,3.11,0.246
56056,211475,58.6,6082,Xavier Worthy,WR,11624,KC,3.77,0.108
1735,2135,206.7,302,Van Jefferson,WR,6853,PIT,1.23,0.174
4249,2241,205.5,563,Eric Gray,RB,10223,NYG,0.53,0.133
839,0,209.2,105,Jawhar Jordan,RB,11588,HOU,0.0,0.125
20089,27922,201.2,2506,D'Onta Foreman,RB,4111,CLE,1.39,0.125
25,0,201.7,4,Trishton Jackson,WR,7009,MIN,0.0,0.16
55514,28835,179.0,7758,Marvin Mims Jr.,WR,9494,DEN,0.52,0.14
1,0,86.0,0,Jalen Wayne,WR,10230,,0.0,0.0
56056,311022,18.8,18125,Saquon Barkley,RB,4866,PHI,5.55,0.323
129,0,203.4,14,Michael Gallup,WR,5038,,0.0,0.109
17,42,205.0,3,Brenton Strange,TE,9480,JAX,2.47,0.176
3,0,200.0,1,Chris Evans,RB,7794,CIN,0.0,0.333
3,0,210.7,1,Cole Turner,TE,8214,WAS,0.0,0.333
1,0,181.0,0,Jacob Saylors,RB,11237,,0.0,0.0
1,0,190.0,0,Ryan Switzer,WR,4162,,0.0,0.0
2,0,204.0,0,Mike Thomas,WR,3652,,0.0,0.0
2066,772,207.8,303,Aidan O'Connell,QB,10866,LV,0.37,0.147
111,183,208.0,13,Bub Means,WR,11748,NO,1.65,0.117
126,0,208.8,14,Cody Schrader,RB,11644,LAR,0.0,0.111
1,0,216.0,0,Nate Sudfeld,QB,3343,,0.0,0.0
351,41,208.7,57,Casey Washington,WR,11806,ATL,0.12,0.162
56056,52352,89.3,5169,Zamir White,RB,8139,LV,0.93,0.092
19,0,211.9,5,Tre'Quan Smith,WR,5026,,0.0,0.263
8,0,209.5,0,Mac Jones,QB,7527,JAX,0.0,0.0
56056,259810,108.0,11173,Tyler Lockett,WR,2374,SEA,4.63,0.199
56056,310571,7.3,9636,Breece Hall,RB,8155,NYJ,5.54,0.172
2569,2298,206.9,439,Kenneth Gainwell,RB,7567,PHI,0.89,0.171
1,0,194.0,0,Zavier Scott,RB,11299,MIN,0.0,0.0
10657,0,205.1,1764,Rondale Moore,WR,7601,ATL,0.0,0.166
56056,177164,119.1,12087,Dontayvion Wicks,WR,9486,GB,3.16,0.216
50961,72589,179.3,8105,Jalen McMillan,WR,11618,TB,1.42,0.159
56056,264504,35.1,6227,Michael Pittman Jr.,WR,6819,IND,4.72,0.111
55992,189571,173.9,9228,Tyler Conklin,TE,5133,NYJ,3.39,0.165
56056,248341,143.2,16041,Darnell Mooney,WR,7090,ATL,4.43,0.286
1426,14,206.9,172,John Metchie III,WR,8147,HOU,0.01,0.121
18,18,207.8,1,Simi Fehoko,WR,7812,LAC,1.0,0.056
9803,0,206.9,1150,Dylan Laube,RB,11574,LV,0.0,0.117
343,508,206.5,33,Mecole Hardman Jr.,WR,5917,KC,1.48,0.096
222,218,207.7,21,Pierre Strong Jr.,RB,8116,CLE,0.98,0.095
3805,4446,205.8,597,Jamaal Williams,RB,4149,NO,1.17,0.157
56056,221559,13.2,6429,Marvin Harrison,WR,11628,ARI,3.95,0.115
8,0,190.0,1,Jimmy Garoppolo,QB,1837,LAR,0.0,0.125
56056,158727,151.6,8612,Tyler Allgeier,RB,8132,ATL,2.83,0.154
15,0,210.6,1,Kene Nwangwu,RB,7720,NYJ,0.0,0.067
56056,275521,45.5,6961,Trey McBride,TE,8130,ARI,4.92,0.124
51,5,201.9,3,Jeff Wilson Jr.,RB,5284,MIA,0.1,0.059
56056,133247,58.3,7754,Calvin Ridley,WR,4981,TEN,2.38,0.138
55,0,204.0,9,Joe Milton,QB,11557,NE,0.0,0.164
22,0,203.4,0,Robert Woods,WR,1352,HOU,0.0,0.0
128,0,208.5,17,Velus Jones Jr.,WR,8223,CHI,0.0,0.133
46981,161930,182.8,9166,Jalen Tolbert,WR,8117,DAL,3.45,0.195
15,2,208.6,2,Tip Reiman,TE,11716,ARI,0.13,0.133
56056,227794,135.7,10409,Zach Charbonnet,RB,9753,SEA,4.06,0.186
36,3,208.2,0,Derius Davis,WR,10234,LAC,0.08,0.0
56056,390672,5.6,18188,Justin Jefferson,WR,6794,MIN,6.97,0.324
56056,148564,111.1,8223,Devin Singletary,RB,6130,NYG,2.65,0.147
1,0,204.0,0,Marcus Green,WR,6288,,0.0,0.0
6705,12304,202.9,951,Cam Akers,RB,6938,MIN,1.84,0.142
56056,218777,49.4,6842,Christian Kirk,WR,4950,JAX,3.9,0.122
56056,291198,28.9,11794,DK Metcalf,WR,5846,SEA,5.19,0.21
56021,2091,153.6,6293,MarShawn Lloyd,RB,11581,GB,0.04,0.112
22417,1262,205.0,2979,Jalin Hyatt,WR,9497,NYG,0.06,0.133
22703,69656,196.8,4621,Justice Hill,RB,5995,BAL,3.07,0.204
2,0,207.0,0,Ramel Keyton,WR,11885,LV,0.0,0.0
3,1,215.7,0,Julian Hill,TE,11371,MIA,0.33,0.0
20,0,209.8,1,Joshua Dobbs,QB,4179,SF,0.0,0.05
521,0,206.8,95,Michael Thomas,WR,3199,,0.0,0.182
39872,109357,193.0,7092,Justin Fields,QB,7591,PIT,2.74,0.178
3468,1494,208.0,504,Bo Melton,WR,8204,GB,0.43,0.145
1568,1115,208.0,207,Parker Washington,WR,9487,JAX,0.71,0.132
250,0,207.3,24,Jamari Thrash,WR,11633,CLE,0.0,0.096
2,0,204.5,1,Kyle Philips,WR,8171,PHI,0.0,0.5
1,0,128.0,0,Leonard Taylor,TE,11140,,0.0,0.0
56006,110254,159.6,7322,Deshaun Watson,QB,4017,CLE,1.97,0.131
19,3,208.3,3,David Bell,WR,8118,CLE,0.16,0.158
56056,86963,142.8,6702,Ty Chandler,RB,8230,MIN,1.55,0.12
423,112,209.3,40,Jameis Winston,QB,2306,CLE,0.26,0.095
1,0,211.0,0,Myles Gaskin,RB,5980,MIN,0.0,0.0
1235,0,203.6,217,Darren Waller,TE,2505,,0.0,0.176
2212,3538,206.3,300,Mack Hollins,WR,4177,BUF,1.6,0.136
3,0,213.3,1,Robbie Chosen,WR,3423,,0.0,0.333
3,0,206.7,0,Easton Stick,QB,6185,LAC,0.0,0.0
2,2,213.0,1,Ameer Abdullah,RB,2359,LV,1.0,0.5
5366,8438,205.4,863,Noah Brown,WR,4234,WAS,1.57,0.161
6636,19409,207.1,1308,Tre Tucker,WR,10213,LV,2.92,0.197
55887,164495,164.2,9558,DeMario Douglas,WR,9501,NE,2.94,0.171
56056,269796,44.4,9363,George Pickens,WR,8137,PIT,4.81,0.167
56056,308989,83.6,8992,Najee Harris,RB,7528,PIT,5.51,0.16
650,0,208.8,67,Ryan Flournoy,WR,11783,DAL,0.0,0.103
1086,0,208.5,118,Donald Parham Jr.,TE,6074,DEN,0.0,0.109
7,2,188.9,0,Payne Durham,TE,10227,TB,0.29,0.0
10344,44645,204.2,2639,Jalen Nailor,WR,8180,MIN,4.32,0.255
1561,3841,208.2,180,Will Dissly,TE,5010,LAC,2.46,0.115
67,0,206.1,8,DeVante Parker,WR,2319,,0.0,0.119
56053,160127,167.7,6548,Antonio Gibson,RB,6945,NE,2.86,0.117
81,0,207.2,6,Trenton Irwin,WR,6598,CIN,0.0,0.074
1047,906,209.0,272,Nelson Agholor,WR,2325,BAL,0.87,0.26
25,0,208.9,2,Carson Wentz,QB,3161,KC,0.0,0.08
12,0,205.7,1,Peyton Hendershot,TE,8197,KC,0.0,0.083
16963,31568,198.8,2351,Jordan Whittington,WR,11623,LAR,1.86,0.139
56056,299081,58.2,14347,Jayden Reed,WR,10222,GB,5.34,0.256
56056,109931,79.4,6747,DeAndre Hopkins,WR,1426,KC,1.96,0.12
68,0,206.8,5,Irv Smith Jr.,TE,6126,HOU,0.0,0.074
55381,37634,177.1,6170,Will Levis,QB,9999,TEN,0.68,0.111
1,0,200.0,0,Darion Clark,TE,6762,,0.0,0.0
3633,0,205.2,606,AJ Dillon,RB,6828,GB,0.0,0.167
44,0,209.4,2,Nyheim Hines,RB,5347,CLE,0.0,0.045
40739,16095,161.8,4629,Kendre Miller,RB,9757,NO,0.4,0.114
3266,3272,208.2,389,Cedric Tillman,WR,10444,CLE,1.0,0.119
56056,223841,83.6,12118,Jameson Williams,WR,8148,DET,3.99,0.216
1,0,216.0,0,Sam Ehlinger,QB,7583,IND,0.0,0.0
1,1,216.0,0,Malik Willis,QB,8161,GB,1.0,0.0
59,0,208.4,6,Israel Abanikanda,RB,9227,NYJ,0.0,0.102
1,0,185.0,0,Jacob Harris,WR,7703,,0.0,0.0
1667,1594,208.1,407,Trey Palmer,WR,9492,TB,0.96,0.244
56056,259760,25.3,7800,Malik Nabers,WR,11632,NYG,4.63,0.139
1,0,209.0,0,Rakim Jarrett,WR,9495,TB,0.0,0.0
55269,54880,170.0,6362,Kimani Vidal,RB,11647,LAC,0.99,0.115
1,0,181.0,0,Calvin Tyler,RB,11229,,0.0,0.0
174,205,210.1,26,Cedrick Wilson,WR,5113,NO,1.18,0.149
56056,33888,151.1,7986,Luke Musgrave,TE,9481,GB,0.6,0.142
3,0,189.0,0,Zach Heins,TE,11864,,0.0,0.0
97,215,206.3,17,Josh Oliver,TE,5973,MIN,2.22,0.175
16,0,201.0,2,Samson Nacua,WR,8824,,0.0,0.125
56056,206877,126.4,8762,Jerome Ford,RB,8143,CLE,3.69,0.156
56056,83549,10.7,5116,Puka Nacua,WR,9493,LAR,1.49,0.091
5,0,213.8,1,Cooper Rush,QB,4574,DAL,0.0,0.2
4,3,205.5,1,Jalen Reagor,WR,6798,LAC,0.75,0.25
4,0,205.5,1,Devin Culp,TE,11820,TB,0.0,0.25
1,0,211.0,0,Isaiah McKenzie,WR,4197,,0.0,0.0
532,0,207.0,61,Ainias Smith,WR,11615,PHI,0.0,0.115
1,0,210.0,0,Tanner Conner,TE,8849,MIA,0.0,0.0
56056,153488,106.4,8086,Caleb Williams,QB,11560,CHI,2.74,0.144
1,0,208.0,0,De'Corian Clark,WR,11611,,0.0,0.0
8,0,192.1,0,DeWayne McBride,RB,9512,,0.0,0.0
2,0,209.5,1,Taylor Heinicke,QB,2711,LAC,0.0,0.5
1,0,204.0,0,Chris Blair,WR,7521,ATL,0.0,0.0
